week,soldout,kcal,event,payday,weather,precipitation,temperature,holiday,kcal_isna,carry,remarks_isna,event_isna,weather_before1,payday_before1,payday_after1,year,month,quarter,day,sale_before1,moving_avg,temperature_avg,y
0,0,342.0,0,0,0,0,22.7,1,0,0,1,1,2,0,0,2014,89.66666666666667,2,0.9,97.0,70.0,1.0307602167862895,54
2,1,368.0,0,0,2,0.5,17.5,0,0,0,1,1,0,0,0,2014,83.25,2,0.9666666666666667,64.0,70.2,0.794638933645818,97
1,0,415.0,0,0,0,0,24.0,0,0,0,1,1,0,0,0,2014,79.5,2,0.0,47.0,68.4,1.0897905375714074,64
4,0,420.0,0,0,0,0,23.3,2,0,0,1,1,0,0,0,2014,79.5,2,0.03333333333333333,88.0,70.0,1.0580049802255747,47
2,1,415.0,0,0,0,0,18.9,0,0,0,1,1,1,0,0,2014,68.57142857142857,2,0.2,59.0,71.0,0.8582100483374833,88
1,0,405.0,0,0,1,0,21.0,0,0,0,1,1,0,1,0,2014,79.5,2,0.23333333333333334,58.0,63.2,0.9535667203749815,59
4,1,434.0,0,1,0,0,23.4,2,0,0,1,1,1,0,0,2014,79.5,2,0.26666666666666666,73.0,65.0,1.0625457741321223,58
0,0,400.0,0,0,1,0,22.7,1,0,0,1,1,2,0,1,2014,79.5,2,0.36666666666666664,70.0,69.6,1.0307602167862895,73
3,1,428.0,0,0,2,0,18.6,0,0,0,1,1,1,0,0,2014,79.5,2,0.4,64.0,64.8,0.8445876666178408,70
2,1,430.0,0,0,1,0,26.0,0,0,0,1,1,1,0,0,2014,76.66666666666667,2,0.43333333333333335,58.0,64.6,1.1806064157023581,64
1,1,403.0,0,0,1,0,19.3,0,0,0,1,1,0,0,0,2014,72.29411764705883,2,0.4666666666666667,126.0,78.2,0.8763732239636735,58
4,0,406.7826086956522,2,0,0,0,23.8,2,1,1,0,0,1,0,0,2014,72.29411764705883,2,0.5,70.0,77.6,1.0807089497583124,126
0,1,406.0,1,0,1,0,22.8,1,0,0,1,0,1,0,0,2014,68.57142857142857,2,0.6,71.0,77.8,1.035301010692837,70
3,0,425.0,0,0,1,0,23.9,0,0,0,1,1,2,0,0,2014,72.29411764705883,2,0.6333333333333333,104.0,85.8,1.0852497436648598,71
2,1,430.0,0,0,2,6,17.4,0,0,0,1,1,2,0,0,2014,68.57142857142857,2,0.6666666666666666,54.0,85.0,0.7900981397392703,104
1,1,428.0,0,0,2,0,19.0,0,0,0,0,1,1,0,0,2014,76.66666666666667,2,0.7,65.0,72.8,0.8627508422440309,54
4,0,400.0,0,0,1,0,19.8,2,0,0,1,1,1,0,0,2014,76.66666666666667,2,0.7333333333333333,77.0,74.2,0.8990771934964111,65
0,1,430.0,0,0,1,0,23.9,1,0,0,1,1,1,0,0,2014,76.66666666666667,2,0.8333333333333334,79.0,75.8,1.0852497436648598,77
3,0,423.0,0,0,1,0,23.7,0,0,0,1,1,0,0,0,2014,68.57142857142857,2,0.8666666666666667,74.0,69.8,1.0761681558517648,79
2,1,414.0,0,0,0,0,25.7,0,0,0,1,1,0,0,0,2014,76.66666666666667,2,0.9,64.0,71.8,1.1669840339827153,74
1,1,438.0,0,0,0,0,26.0,0,0,0,1,1,1,0,0,2014,68.57142857142857,2,0.9333333333333333,119.0,82.6,1.1806064157023581,64
4,0,406.7826086956522,0,0,1,0,26.9,2,1,1,0,1,1,0,0,2014,68.57142857142857,2,0.9666666666666667,74.0,82.0,1.2214735608612857,119
0,0,420.0,0,0,1,0,30.6,1,0,0,1,1,1,0,0,2014,66.0,2,0.03333333333333333,59.0,78.0,1.3894829354035445,74
3,0,418.0,0,0,1,0,27.0,0,0,0,1,1,0,0,0,2014,71.1875,2,0.06666666666666667,47.0,72.6,1.2260143547678333,59
2,0,424.0,0,0,0,0,27.5,0,0,0,1,1,2,0,0,2014,71.1875,2,0.1,64.0,72.6,1.248718324300571,47
1,1,405.0,0,0,2,0,21.5,0,0,0,1,1,2,0,0,2014,66.0,2,0.13333333333333333,93.0,67.4,0.9762706899077191,64
4,0,430.0,0,0,2,6.5,19.9,2,0,0,1,1,2,0,0,2014,66.0,2,0.16666666666666666,74.0,67.4,0.9036179874029586,93
0,1,417.0,0,0,2,0,25.0,1,0,0,1,1,1,1,0,2014,64.6,2,0.26666666666666666,56.0,66.8,1.1351984766368828,74
3,0,426.0,0,1,1,0,25.5,0,0,0,1,1,2,0,0,2014,67.05555555555556,2,0.3,50.0,67.4,1.1579024461696203,56
2,1,413.0,0,0,2,2.5,22.3,0,0,0,1,1,2,0,1,2014,71.1875,2,0.3333333333333333,72.0,69.0,1.0125970411600995,50
1,1,440.0,0,0,2,0.5,21.3,0,0,0,1,1,0,0,0,2014,64.6,2,0.36666666666666664,121.0,74.6,0.9671891020946242,72
4,0,406.7826086956522,0,0,0,0,29.5,2,1,1,0,1,1,0,0,2014,64.6,2,0.4,76.0,75.0,1.3395342024315215,121
0,1,440.0,0,0,1,0,28.1,1,0,0,1,1,1,0,0,2014,67.05555555555556,2,0.5,63.0,76.4,1.2759630877398562,76
3,0,427.0,0,0,1,0,27.6,0,0,0,1,1,2,0,0,2014,64.6,2,0.5333333333333333,66.0,79.6,1.2532591182071187,63
2,1,426.0,0,0,2,0,21.9,0,0,0,0,1,0,0,0,2014,66.0,2,0.5666666666666667,56.0,76.4,0.9944338655339092,66
1,0,430.0,0,0,0,0,27.5,0,0,0,1,1,1,0,0,2014,66.0,2,0.6,57.0,63.6,1.248718324300571,56
4,0,407.0,0,0,1,0,26.5,2,0,0,1,1,1,0,0,2014,71.1875,2,0.6333333333333333,72.0,62.8,1.2033103852350957,57
0,0,421.0,0,0,1,0,26.9,1,0,0,1,1,1,0,0,2014,66.0,2,0.7333333333333333,61.0,62.4,1.2214735608612857,72
3,0,430.0,0,0,1,0,23.7,0,0,0,1,1,2,0,0,2014,71.1875,2,0.7666666666666667,64.0,62.0,1.0761681558517648,61
2,1,420.0,0,0,2,0,25.2,0,0,0,1,1,1,0,0,2014,66.0,2,0.8,49.0,60.6,1.1442800644499778,64
1,0,414.0,0,0,1,0,25.2,0,0,0,1,1,2,0,0,2014,64.6,2,0.8333333333333334,74.0,64.0,1.1442800644499778,49
4,0,406.7826086956522,0,0,2,0,25.4,2,1,0,0,1,1,0,0,2014,67.05555555555556,2,0.8666666666666667,65.0,62.6,1.1533616522630727,74
0,0,435.0,0,0,1,0,25.5,1,0,0,1,1,1,0,0,2014,64.6,2,0.9666666666666667,54.0,61.2,1.1579024461696203,65
3,0,362.0,0,0,1,0,28.3,0,0,0,1,1,0,0,0,2014,61.6,3,0.0,50.0,58.4,0.993854258121159,54
2,1,363.0,0,0,0,0,28.8,0,0,0,1,1,1,0,0,2014,61.6,3,0.03333333333333333,53.0,59.2,1.0114135206321335,50
1,0,412.0,0,0,1,0,27.0,0,0,0,1,1,2,0,0,2014,60.588235294117645,3,0.06666666666666667,63.0,57.0,0.9482001755926251,53
4,0,432.0,0,0,2,0.5,22.1,2,0,0,1,1,2,0,0,2014,60.588235294117645,3,0.1,82.0,60.4,0.7761194029850748,63
0,1,354.0,0,0,2,0.5,24.0,1,0,0,1,1,0,0,0,2014,61.6,3,0.2,56.0,60.8,0.8428446005267779,82
3,0,370.0,0,0,0,0,29.7,0,0,0,1,1,2,0,0,2014,60.588235294117645,3,0.23333333333333334,54.0,61.6,1.0430201931518877,56
2,1,388.0,0,0,2,0,24.6,0,0,0,0,1,1,1,0,2014,59.166666666666664,3,0.26666666666666666,48.0,60.6,0.8639157155399474,54
1,0,386.0,0,1,1,0,28.8,0,0,0,1,1,0,0,0,2014,64.4375,3,0.3,124.0,72.8,1.0114135206321335,48
4,0,406.7826086956522,0,0,0,0,33.9,2,1,1,0,1,1,0,1,2014,59.166666666666664,3,0.3333333333333333,65.0,69.4,1.190517998244074,124
0,1,418.0,0,0,1,0,30.9,1,0,0,1,1,0,0,0,2014,60.588235294117645,3,0.43333333333333335,51.0,68.4,1.0851624231782266,65
3,0,324.0,0,0,0,0,30.3,0,0,0,1,1,0,0,0,2014,59.166666666666664,3,0.4666666666666667,53.0,68.2,1.0640913081650571,51
2,1,434.0,0,0,0,0,30.9,0,0,0,1,1,0,0,0,2014,64.4375,3,0.5,53.0,69.2,1.0851624231782266,53
1,1,418.0,2,0,0,0,30.1,0,0,0,1,0,1,0,0,2014,64.4375,3,0.5333333333333333,55.0,55.4,1.0570676031606674,53
4,1,401.0,0,0,1,0,25.6,2,0,0,1,1,0,0,0,2014,61.6,3,0.5666666666666667,53.0,53.0,0.8990342405618965,55
3,0,409.0,0,0,0,0,30.2,0,0,0,1,1,1,0,0,2014,64.4375,3,0.7,56.0,54.0,1.0605794556628623,53
2,1,355.0,0,0,1,0,32.0,0,0,0,1,1,1,0,0,2014,59.166666666666664,3,0.7333333333333333,62.0,55.8,1.1237928007023705,56
1,1,410.0,0,0,1,0,32.5,0,0,0,1,1,0,0,0,2014,61.6,3,0.7666666666666667,83.0,61.8,1.1413520632133451,62
4,0,406.7826086956522,0,0,0,0,33.6,2,1,0,0,1,0,0,0,2014,60.588235294117645,3,0.8,65.0,63.8,1.1799824407374893,83
0,1,432.0,0,0,0,0,28.9,1,0,0,1,1,0,0,0,2014,61.6,3,0.9,52.0,63.6,1.0149253731343284,65
3,0,449.0,0,0,0,0,30.4,0,0,0,1,1,0,0,0,2014,64.4375,3,0.9333333333333333,58.0,64.0,1.067603160667252,52
2,0,441.0,0,0,0,0,30.6,0,0,0,1,1,0,0,0,2014,61.6,3,0.9666666666666667,60.0,63.6,1.074626865671642,58
1,0,386.0,0,0,0,0,32.5,0,0,0,1,1,1,0,0,2014,64.4375,3,1.0,38.0,54.6,1.1413520632133451,60
4,0,380.0,0,0,1,0,32.7,2,0,0,1,1,1,0,0,2014,60.46153846153846,3,0.0,75.0,56.6,1.1483757682177351,38
0,1,410.0,0,0,1,0,32.7,1,0,0,1,1,0,0,0,2014,56.84615384615385,3,0.1,54.0,57.0,1.1483757682177351,75
3,1,400.0,0,0,0,0,34.3,0,0,0,1,1,0,0,0,2014,62.0,3,0.13333333333333333,58.0,57.0,1.2045654082528534,54
2,1,410.0,0,0,0,0,34.6,0,0,0,1,1,0,0,0,2014,56.84615384615385,3,0.16666666666666666,63.0,57.6,1.2151009657594383,58
1,0,415.0,0,0,0,0,32.1,0,0,0,1,1,1,1,0,2014,62.0,3,0.2,129.0,75.8,1.1273046532045656,63
4,0,406.7826086956522,0,1,1,0,31.1,2,1,1,0,1,0,0,0,2014,56.84615384615385,3,0.23333333333333334,45.0,69.8,1.0921861281826164,129
0,0,411.0,0,0,0,0,32.4,1,0,0,1,1,2,0,1,2014,56.84615384615385,3,0.3333333333333333,40.0,67.0,1.1378402107111503,45
3,1,400.0,0,0,2,0,29.4,0,0,0,1,1,1,0,0,2014,65.23076923076923,3,0.36666666666666664,56.0,66.6,1.032484635645303,40
0,0,396.0,0,0,1,0,32.2,1,0,0,1,1,0,0,0,2014,65.23076923076923,3,0.5666666666666667,53.0,64.6,1.1308165057067605,56
3,1,385.0,0,0,0,0,33.3,0,0,0,1,1,0,0,0,2014,60.46153846153846,3,0.6,56.0,50.0,1.1694468832309044,53
2,0,423.0,2,0,0,0,33.3,0,0,0,0,0,1,0,0,2014,65.23076923076923,3,0.6333333333333333,54.0,51.8,1.1694468832309044,56
1,0,405.0,1,0,1,0,33.0,0,0,0,1,0,0,0,0,2014,62.0,3,0.6666666666666666,100.0,63.8,1.1589113257243198,54
4,1,406.7826086956522,0,0,0,0,33.1,2,1,0,0,1,1,0,0,2014,60.46153846153846,3,0.7,55.0,63.6,1.1624231782265146,100
0,0,412.0,0,0,1,0,26.0,1,0,0,1,1,2,0,0,2014,56.84615384615385,3,0.8,68.0,66.6,0.9130816505706761,55
3,0,400.0,0,0,2,0,26.2,0,0,1,1,1,1,0,0,2014,60.46153846153846,3,0.8333333333333334,62.0,67.8,0.9201053555750659,68
